ca,cati,cati_url,endereco,municipio,email,telefone,responsavel,tecnicos,tem_dados
CA de Santo Antônio de Posse,CATI Regional de Mogi Mirim,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Mogi%20Mirim,"Endereço: Rua Elias Lian, 76 - CEP: 13830-006",Município: Santo Antônio de Posse,E-mail: betomachado@sp.gov.br,Telefone: (19) 3896-1281,Responsável: Eng. Agr. ROBERTO RIBEIRO MACHADO,Técnicos: Eng. Agr. Roberto Ribeiro Machado (Assistente Agropecuario),True
CA de Santo Antônio do Aracanguá,CATI Regional de General Salgado,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20General%20Salgado,"Endereço: Rua Joaquim Pinto Rezende, 45, Centro - CEP: 16130-000",Município: Santo Antônio do Aracanguá,E-mail: ca.santoantoniodoaracangua@cati.sp.gov.br,Telefone: (18) 3639-1247 / 3639-1416,Responsável: Med. Vet. Geoseli Pierani,Técnicos: Med. Vet. Geoseli Pierani (Convênio SAA/PM),True
CA de Santo Antônio do Jardim,CATI Regional de São João da Boa Vista,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20S%C3%A3o%20Jo%C3%A3o%20da%20Boa%20Vista,"Endereço: Rua Sargento Flávio Diniz Ferreira, 372 - CEP: 13995-000",Município: Santo Antônio do Jardim,E-mail: ca.sajardim@cati.sp.gov.br,Telefone: (19) 3654-1238,Responsável: Eng. Agr. Francisco Caetano de Paula Lima,Técnicos: Eng. Agr. Amando Camilo Mangilli.,True
Santo Antônio do Pinhal,,,,,,,,,False
CA de Santo Expedito,CATI Regional de Presidente Prudente,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Presidente%20Prudente,"Endereço: Av. Barão do Rio Branco, 197 - CEP: 19190-000",Município: Santo Expedito,E-mail:,Telefone: (18) 3267-1172,Responsável: Eng. Agr. Marco Aurélio Fernandes,"Técnicos: Eng. Agr. Roberto Eiji Kakida (Convênio Prefeitura Municipal),Méd. Vet. Andressa Rogéria Zanelato Gomes(Convênio Prefeitura Municipal)",True
CA de Santópolis do Aguapeí,CATI Regional de Araçatuba,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Ara%C3%A7atuba,"Endereço: Rua Kiyoshique Noguti, 281 - CEP: 16240-000",Município: Santópolis do Aguapeí,E-mail: ca.santopolis@cati.sp.gov.br,Telefone: (18) 3605-1254,Responsável: Engª Agrª Michele Lopes Yoshiy (Convênio Prefeitura Municipal/SAA),Técnicos: Engª Agrª Michele Lopes Yoshiy (Convênio Prefeitura Municipal/SAA),True
CA de Santos,CATI Regional de Santos,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Santos,"Endereço: Av. Bartolomeu de Gusmão, 192 - CEP: 11030-500",Município: Santos,E-mail: ca.santos@cati.sp.gov.br,Telefone: (13) 3261-2830,Responsável: Med. Vet. Edna Ferreira Maddarena Lopez,"Técnicos: Zootec. Newton José Rodrigues da Silva, Tec. Claudimir Jorge",True
CA de São Bento do Sapucaí,CATI Regional de Pindamonhangaba,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Pindamonhangaba,"Endereço: Av. Conselheiro Rodrigues Alves, 273 - Centro - CEP: 12490-000",Município: São Bento do Sapucaí,E-mail: ca.saobentodosapucai@cati.sp.gov.br,Telefone: (12) 3971-1316,Responsável: Eng. Agr. Claúdio Jose Silva Wiechmann,Técnicos:,True
São Bernardo do Campo,,,,,,,,,False
São Caetano do Sul,,,,,,,,,False
CA de São Carlos,CATI Regional de Araraquara,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Araraquara,"Endereço: Rua Bernardino Fernandes Nunes, nº 555 - CEP: 13566-490",Município: São Carlos,E-mail: ca.saocarlos@cati.sp.gov.br,Telefone: (16) 3361-1295,Responsável: Eng. Agr. Agnaldo Rossi,Técnicos: Eng. Agr. Carlos Paulo Cavasin Jr,True
CA de São Francisco,CATI Regional de Jales,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Jales,"Endereço: Rua Rio de Janeiro, S/N - CEP: 15710-000",Município: São Francisco,E-mail: ca.saofrancisco@cati.sp.gov.br,Telefone: (17) 3693-1184,Responsável: Eng. Agr. Valdecir Segura Pinotti,Técnicos: Eng. Agr. Valdecir Segura Pinotti (Convênio SAA/PM); Méd. Vet. Wesley do Valle Esquina (PM); Neuza Cordeiro Ramos Chagas(PM); Claudia Denise Giacometi (PM),True
CA de São João da Boa Vista,CATI Regional de São João da Boa Vista,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20S%C3%A3o%20Jo%C3%A3o%20da%20Boa%20Vista,"Endereço: Rua Teófilo Ribeiro de Andrade, 1060 - CEP: 13870-210",Município: São João da Boa Vista,E-mail: ca.sjbvista@cati.sp.gov.br,Telefone: (19) 3623-3555,Responsável: Eng. Agr. Francisco Caetano de Paula Lima,Técnicos:,True
CA de São João das Duas Pontes,CATI Regional de Fernandópolis,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Fernand%C3%B3polis,"Endereço: Rua Paraná,718 - CEP: 15.640-000",Município: São João das Duas Pontes,E-mail: ca.duaspontes@cati.sp.gov.br,Telefone: (17) 3481-1200,Responsável: Eng. Agr. Mauro Leitão Linhares,Técnicos:,True
CA de São João de Iracema,CATI Regional de General Salgado,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20General%20Salgado,"Endereço: Rua Teodomiro José da Costa, 201, Centro - CEP: 15315-000",Município: São João de Iracema,E-mail: ca.saojoaodeiracema@cati.sp.gov.br,Telefone: (17) 3875-6107,Responsável: Méd. Vet. Márcio José Correa,Técnicos: Méd. Vet. Márcio José Correa (Convênio SAA/PM) Engº. Agrº. Silas de Aguiar Ascêncio (Convênio SAA/PM),True
CATI Regional de Dracena,Casas da Agricultura,https://www.cati.sp.gov.br/portal/institucional/enderecos/cati-regional-de-dracena,"Endereço: Rua Mariano Pelegrine, 115 - CEP: 17970-000",Município: Dracena,E-mail: ca.saojoaodopaudalho@cati.sp.gov.br,Telefone: (18) 3857-1279,Responsável: Eng. Agr. Adelson Ceballos Guerta,Técnicos: Eng. Agr. Adelson Ceballos Guerta; Eng. Agr. Roberto Hissao Arakaki (Convênio Prefeitura Municipal); Ag. de Apoio Agrop. Sebastião Joaquim de Almeida,True
CA de São Joaquim da Barra,CATI Regional de Orlândia,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Orl%C3%A2ndia,"Endereço: Rua Guanabara, 79 - CEP: 14600-000",Município: São Joaquim da Barra,E-mail:,Telefone:,Responsável:,Técnicos:,True
CA de São José da Bela Vista,CATI Regional de Franca,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Franca,"Endereço: Rua Rio Branco, nº 1.707 - CEP: 14440-000",Município: São José da Bela Vista,E-mail: ca.saojosedabelavista@sp.gov.br,Telefone: (16) 3142-1215,Responsável:,Técnicos: Alicério,True
CA de São José do Barreiro,CATI Regional de Guaratinguetá,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Guaratinguet%C3%A1,"Endereço: Rua Coronel João Ferreira, s/n - CEP: 12830-000",Município: São José do Barreiro,E-mail: ca.saojosedobarreiro@cdrs.sp.gov.br,Telefone: (12) 3117-1277,Responsável: Eng. Agr. José Lupércio Cavalcante Costa,Técnicos:,True
CA de São José do Rio Pardo,CATI Regional de São João da Boa Vista,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20S%C3%A3o%20Jo%C3%A3o%20da%20Boa%20Vista,"Endereço: Av. 9 de Julho, 60 - CEP: 13720-000",Município: São José do Rio Pardo,E-mail: ca.sjrpardo@cati.sp.gov.br,Telefone: (19) 3608-5280,Responsável: Eng. Agr. Francisco Caetano de Paula Lima,"Técnicos: Eng. Agr. Luis Roberto de Oliveira (Convênio Prefeitura Municipal), Eng. Agr. José Renato Gervásio (Convênio Prefeitura Municipal).",True
CA de São José do Rio Preto,CATI Regional de São José do Rio Preto,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20S%C3%A3o%20Jos%C3%A9%20do%20Rio%20Preto,"Endereço: R. Pascua Valle, 266 - CEP: 15060-050",Município: São José do Rio Preto,E-mail: ca.sjriopreto@cati.sp.gov.br,Telefone: (17) 3224-2755,Responsável: Eng. Agr. Ricardo Domingos Luiz Pereira,Técnicos:,True
São José dos Campos,,,,,,,,,False
CA de São Lourenço da Serra,CATI Regional de Registro,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Registro,Endereço: - CEP:,Município: São Lourenço da Serra,E-mail: edr.registro@cdrs.sp.gov.br,Telefone: (13) 997433516,Responsável: Tais Cristina Canola,Técnicos:,True
CA de São Luis do Paraitinga,CATI Regional de Pindamonhangaba,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Pindamonhangaba,"Endereço: Rua Coronel Domingos de Castro, 411 - Centro - CEP: 12140-000",Município: São Luiz do Paraitinga,E-mail: ca.saoluizdoparaitinga@cati.sp.gov.br,Telefone: (12) 3671-1244,Responsável: Eng. Agr. Ricardo Rodrigues Oliveira,Técnicos:,True
CA de São Manuel,CATI Regional de Botucatu,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Botucatu,"Endereço: Praça Zoilo Simões, 660 - CEP: 18650-000",Município: São Manuel,E-mail: jmleme@sp.gov.br,Telefone: (14) 3841-2202,Responsável: Eng. Agr. José Marcos Leme,Técnicos:,True
CA de São Miguel Arcanjo,CATI Regional de Itapetininga,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Itapetininga,"Endereço: Av. Nestor Fogaça, 743 - Centro - CEP: 18230-000",Município: São Miguel Arcanjo,E-mail: guilherme.felisberto@sp.gov.br,Telefone: (15) 3279-1007,Responsável: Eng. Agr. Guilherme Felisberto,Técnicos: Eng. Agr. Lena Maki Kitahara (Convênio Prefeitura Municipal).,True
CA de São Paulo,CATI Regional de Santos,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Santos,"Endereço: Praça Ramos de Azevedo, 254, Centro - CEP: 01037-912",Município: São Paulo,E-mail: ca.saopaulo@cati.sp.gov.br,Telefone: (11) 50670466,Responsável: Eng. Agr. Hemerson Fernandes Calgaro,"Técnicos: Eng. Agr. Paulo César Leite Saraiva, Soc. Flávia Bigai Coleta",True
CA de São Pedro,CATI Regional de Piracicaba,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Piracicaba,"Endereço: Rua Malaquias Guerra, nº 900 - CEP: 13520-000",Município: São Pedro,E-mail: ca.saopedro@cati.sp.gov.br,Telefone: (19) 3481-1151,Responsável: Eng. Agr. Mauricio Perissinotto (Diretor Técnico de Divisão),Técnicos: Eng. Agr. Leandro Biral dos Santos,True
CA de São Pedro do Turvo,CATI Regional de Ourinhos,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Ourinhos,"Endereço: Rua Garcia Braga, 64 - CEP: 18940-000",Município: São Pedro do Turvo,E-mail: ca.saopedroturvo@cati.sp.gov.br,Telefone: (14) 3377-1144,Responsável: Eng. Agr. Sérgio Luis Villas Boas Tambara,Técnicos:,True
CA de São Roque,CATI Regional de Sorocaba,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Sorocaba,Endereço: - CEP:,Município: São Roque,E-mail: edr.sorocaba@cati.sp.gov.br,Telefone: (11) 4784-4603,Responsável: EDR SOROCABA,Técnicos:,True
CA de São Sebastião,CATI Regional de Santos,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Santos,"Endereço: Rua Ipiranga, 50 - CEP: 11600-000",Município: São Sebastião,E-mail: ca.saosebastiao@cati.sp.gov.br,Telefone: (12) 3892-1340,Responsável: Zoot. Guilherme Zangerolimo Gonsales,"Técnicos: Eng. Agr. Maurício Rubio Pinto Alves, Eng. Ftal. Silas Barsotti Barrozo",True
CA de São Sebastião da Grama,CATI Regional de São João da Boa Vista,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20S%C3%A3o%20Jo%C3%A3o%20da%20Boa%20Vista,"Endereço: Rua José Cassiano de Mesquita, 245 - CEP: 13790-000",Município: São Sebastião da Grama,E-mail: ssgrama@cati.sp.gov.br,Telefone: (19) 3646-1186,Responsável: Eng. Agr. Francisco Caetano de Paula Lima,Técnicos: Eng. Agr. Osório Felisberto dos Reis Neto(Convênio Prefeitura Municipal).,True
CA de São Simão,CATI Regional de Ribeirão Preto,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Ribeir%C3%A3o%20Preto,"Endereço: Rua Manuel Dias do Prado, 2022 - CEP: 14200-000",Município: São Simão,E-mail: ca.saosimao@cati.sp.gov.br,Telefone: (16) 3984-1936,Responsável: Eng. Agr. Carlos Henrique de Paula e Silva,Técnicos:,True
São Vicente,,,,,,,,,False
CA de Sarapuí,CATI Regional de Itapetininga,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Itapetininga,"Endereço: Rua Coronel Ernesto Piedade, 228 - CEP: 18225-000",Município: Sarapuí,E-mail: edr.itapetininga@cati.sp.gov.br,Telefone: (15) 3276-6661,Responsável: Médico Veterinário Marcelo Ament Giuliani dos Santos,Técnicos: Eng. Agr. Pedro Alexandre de Oliveira (Convênio Prefeitura Municipal).,True
CA de Sarutaiá,CATI Regional de Ourinhos,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Ourinhos,"Endereço: Rua Joaquim Franco de Godoy, 489 - CEP: 18840-000",Município: Sarutaiá,E-mail: ca.sarutaia@cati.sp.gov.br,Telefone: (14) 3387-1338,Responsável: Eng. Agr. Sérgio Luis Villas Boas Tambara,Técnicos: Eng. Agr.Sylvio Marcelo Judica (Convênio Prefeitura Municipal).,True
CA de Sebastianópolis do Sul,CATI Regional de General Salgado,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20General%20Salgado,"Endereço: Rua Frederico Raia, 398, Centro - CEP: 15180-000",Município: Sebastianópolis do Sul,E-mail: ca.sebastianopolisdosul@cati.sp.gov.br,Telefone: (17) 3837-1218,Responsável: Méd. Vet. Deyvid Teixeira Alota,Técnicos: Eng. Agr. Marcos Antonio Bortoleto (Convênio SAA/PM) Méd. Vet. Deyvid Teixeira Alota (Convênio SAA/PM),True
CA de Serra Azul,CATI Regional de Ribeirão Preto,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Ribeir%C3%A3o%20Preto,"Endereço: Rua Maria das Dores, 59 - CEP: 14230-000",Município: Serra Azul,E-mail: ca.serraazul@cati.sp.gov.br,Telefone: (16) 3982-1288,Responsável: Eng. Agr. Carlos Henrique de Paula e Silva,Técnicos:,True
CA de Serra Negra,CATI Regional de Bragança Paulista,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Bragan%C3%A7a%20Paulista,"Endereço: Praça Lions Internacional, s/n - Centro - CEP: 13930-000",Município: Serra Negra,E-mail: ca.serranegra@cati.sp.gov.br,Telefone: (19) 3892-2933,"Responsável: Chefe da CA
Zoot Marcos Paulo Benedetti",Técnicos:,True
Serrana,,,,,,,,,False
CA de Sertãozinho,CATI Regional de Ribeirão Preto,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Ribeir%C3%A3o%20Preto,"Endereço: Rua Geremias Lunardelli, 1200 - CEP: 14160-510",Município: Sertãozinho,E-mail: ca.sertaozinho@cati.sp.gov.br,Telefone: (16) 3942-1123,Responsável: Engª. Agrª. Gilcileia dos Santos Rizzatti,Técnicos:,True
CA de Sete Barras,CATI Regional de Registro,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Registro,"Endereço: Rua Arthur da Costa e Silva, nº 161 - CEP: 11910-000",Município: Sete Barras,E-mail: ca.7barras@cdrs.sp.gov.br,Telefone: (13) 3872-1287,Responsável: Sidinei França,"Técnicos: Engª. Agrº Sidinei França, Maria Antonio das Neves - Auxiliar de Apoio Agropecuário",True
Severínia,,,,,,,,,False
CA de Silveiras,CATI Regional de Guaratinguetá,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Guaratinguet%C3%A1,"Endereço: Av. Governador Carvalho Pinto, 563 Centro - CEP: 12690-000",Município: Silveiras,E-mail: ca.silveiras@cdrs.sp.gov.br,Telefone: (12) 3106-1105,Responsável: Med. Veterinária Talita de Carvalho Fonseca,Técnicos:,True
CA de Socorro,CATI Regional de Bragança Paulista,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Bragan%C3%A7a%20Paulista,"Endereço: Av. Dr. Rebouças, 116 - Centro - CEP: 13960-000",Município: Socorro,E-mail: ca.socorro@cati.sp.gov.br,Telefone: (19) 3855-3178,"Responsável: Chefe da CA
Eng Agr Rodrigo da Silva Binoti",Técnicos:,True
CA de Sorocaba,CATI Regional de Sorocaba,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Sorocaba,"Endereço: Rua Gustavo Teixeira, nº 382 - CEP: 18040-323",Município: Sorocaba,E-mail: atila.moura@sp.gov.br,Telefone: (15) 3222-2852,Responsável: Eng. Agr. Atila Sena Queiroz De Moura,Técnicos:,True
CA de Sud Menucci,CATI Regional de General Salgado,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20General%20Salgado,"Endereço: Rua Julio Ventura, 549, Jd. Paulista - CEP: 15360-000",Município: Sud Mennucci,E-mail: ca.sud@cati.sp.gov.br,Telefone: (18) 3786-1400,Responsável: Engª Agrª. Mirele Vinhas Voltolini,Técnicos: Engª Agrª. Mirele Vinhas Voltolini,True
CA de Sumaré,CATI Regional de Campinas,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Campinas,"Endereço: Rua Francisco Duarte, nº 67 - CEP: 13170-000",Município: Sumaré,E-mail: ca.sumare@cati.sp.gov.br,Telefone: (19) 3873-2021,Responsável: Eng. Agr. Rodrigo Baccan,Técnicos:,True
CA de Suzanápolis,CATI Regional de Andradina,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Andradina,"Endereço: Rua 21de Abril, 571 - CEP: 15380-000",Município: Suzanápolis,E-mail: ca.suzanapolis@cati.sp.gov.br,Telefone: (18) 3706-1338,Responsável: Engenheiro Agrônomo Arnaldo Pedroso Coelho,Técnicos: Engenheiro Agrônomo Ricardo Luiz de Souza Rodrigues (Prefeitura Municipal) Med. Vet. Jorge Massamiti Yamammoto (Prefeitura Municipal). Engenheiro Agrônomo Arnaldo Pedroso Coelho,True
CA de Suzano,CATI Regional de Mogi das Cruzes,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Mogi%20das%20Cruzes,"Endereço: Rua Abdo Rachid, 55 Centro - CEP: 08674-050",Município: Suzano,E-mail: ca.suzano@cati.sp.gov.br,Telefone: (11) 4746-1203 / 4747-8945,Responsável: Bióloga Andrea Mayumi Chin Sendoda,Técnicos: Eng. Agr. Deived Costa Lopes,True
CA de Tabapuã,CATI Regional de Catanduva,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Catanduva,"Endereço: Rua Antônio Decrescenzo, nº 1.159 - CEP: 15880-000",Município: Tabapuã,E-mail: ca.tabapua@cati.sp.gov.br,Telefone: (17) 3562-1197,Responsável: Eng. Agr. Claudio Giusti de Souza,Técnicos:,True
CA de Tabatinga,CATI Regional de Araraquara,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Araraquara,"Endereço: Rua Quintino Valle, nº 299 - CEP: 14910-000",Município: Tabatinga,E-mail: edr.araraquara@cati.sp.gov.br,Telefone: (16) 3385-1284 / 3322-0511,Responsável: Engª Agrª Érica Ybarra Tannuri de Godoy,Técnicos:,True
Taboão da Serra,,,,,,,,,False
CA de Taciba,CATI Regional de Presidente Prudente,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Presidente%20Prudente,"Endereço: Av. Moisés Calixto, nº 564 - CEP: 19590-000",Município: Taciba,E-mail:,Telefone: (18) 3997-1120,Responsável: Eng. Agr. Marco Aurélio Fernandes,"Técnicos: Méd. Vet. José Geraldo de Souza Lima (Convênio Prefeitura Municipal),Eng. Agr. João Jorge Catalan Neto Convênio Prefeitura Municipal), Eng. Agr. Cléber Luciano Evaristo Moura( Convênio Prefeitura Municipal).",True
CA de Taguaí,CATI Regional de Ourinhos,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Ourinhos,"Endereço: Rua Arcanjo Gabriel, 100 - CEP: 18890-000",Município: Taguaí,E-mail: ca.taguai@cati.sp.gov.br,Telefone: (14) 3386-1500,Responsável: Eng. Agr. Sérgio Luis Villas Boas Tambara,Técnicos: Med. Vet. Leandro Simi Pereira de Souza (convênio Prefeitura Municipal).,True
CA de Taiaçu,CATI Regional de Jaboticabal,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Jaboticabal,"Endereço: Av. José Belizário Vieira, nº 251 - CEP: 14.725-000",Município: Taiaçu,E-mail: ca.taiacu@cati.sp.gov.br,Telefone: (16) 3275-1115,Responsável: Eng. Agr. Disnei Amélio Cazetta,Técnicos: Tecnico de Apoio Agropecuário José Luiz Siqueira,True
CA de Taiúva,CATI Regional de Jaboticabal,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Jaboticabal,"Endereço: Rua Dom José de Mattos Pereira, 30 - CEP: 14.720-000",Município: Taiúva,E-mail: ca.taiuva@cati.sp.gov.br,Telefone: (16) 3246-1124,Responsável: Eng. Agr. Otávio Franco A. de Oliveira (conveniado),Técnicos:,True
CA de Tambaú,CATI Regional de São João da Boa Vista,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20S%C3%A3o%20Jo%C3%A3o%20da%20Boa%20Vista,"Endereço: Rua João Godoy, s/n - CEP: 13710-000",Município: Tambaú,E-mail: ca.tambau@cati.sp.gov.br,Telefone: (19) 3673-1255,Responsável: Eng. Agr. Francisco Caetano de Paula Lima,"Técnicos: Eng. Agr. Fernando Arrighi de Freitas (Convênio Prefeitura Municipal), Eng. Agr. Milton Meirelles de Oliveira (Convênio Prefeitura Municipal).",True
CA de Tanabi,CATI Regional de São José do Rio Preto,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20S%C3%A3o%20Jos%C3%A9%20do%20Rio%20Preto,"Endereço: Rua Coronel Militão, 92 - CEP: 15170-000",Município: Tanabi,E-mail: ca.tanabi@cati.sp.gov.br,Telefone: (17) 3272-1240,Responsável: Eng. Agr. Ricardo Domingos Luiz Pereira,Técnicos: Eng. Agr. Marcelo Monteiro Guirado; Méd. Vet. José Ricardo Ribeiro (Convênio Prefeitura Municipal).,True
CA de Tapiraí,CATI Regional de Sorocaba,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Sorocaba,Endereço: - CEP: 18180-000,Município: Tapiraí,E-mail: edr.sorocaba@cati.sp.gov.br,Telefone: (15) 3222-2852,Responsável: EDR SOROCABA,Técnicos: EDR SOROCABA,True
CA de Tapiratiba,CATI Regional de São João da Boa Vista,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20S%C3%A3o%20Jo%C3%A3o%20da%20Boa%20Vista,"Endereço: Rua Soldado Pinheiro, 61 - CEP: 13760-000",Município: Tapiratiba,E-mail: ca.tapiratiba@cati.sp.gov.br,Telefone: (19) 3657-1355,Responsável: Eng. Agr. Francisco Caetano de Paula Lima,Técnicos:,True
Taquaral,,,,,,,,,False
CA de Taquaritinga,CATI Regional de Jaboticabal,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Jaboticabal,"Endereço: Praça 1º de Maio, s/n - CEP: 15900-000",Município: Taquaritinga,E-mail: ca.taquaritinga@cati.sp.gov.br,Telefone: (16) 3252-2525,Responsável: Eng. Agr. Oracy Schuindt Júnior,Técnicos: Romão Santo Chueco (Tecnico de Apoio Agropecuário) Márcia Nair Boer Bertholdo (Oficial Administrativa),True
CA de Taquarituba,CATI Regional de Avaré,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Avar%C3%A9,"Endereço: Rua Nove de Julho, 226 - CEP: 18740-000",Município: Taquarituba,E-mail: tassia.miano@sp.gov.br - ca.taquarituba@cati.sp.gov.br,Telefone: (14) 37621475,Responsável: Eng. Agr. Tássia Estanislau Miano,Técnicos:,True
CA de Taquarivaí,CATI Regional de Itapeva,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Itapeva,"Endereço: Alameda 31 de Dezembro, 101 - CEP: 18425-000",Município: Taquarivaí,E-mail: ca.taquarivai@cati.sp.gov.br,Telefone: (15) 3584-1221,Responsável: Eng. Agr. Emmanuel Afonso Souza Moraes,Técnicos: Méd. Vet. Severino Rodrigues de Almeida (Convênio Prefeitura Municipal).,True
